typing_speed,backspace_key_press_freq,max_text,touch_count,shake_count,arousal
2.0000,0,18,18,45,0
1.7778,0,15,15,25,0
1.1111,0,8,8,103,0
1.3333,0,17,17,78,0
2.3333,0,25,25,90,0
2.0000,2,18,20,64,0
1.6667,0,18,18,57,0
2.2222,0,14,14,83,0
2.2222,0,28,28,136,0
2.5556,1,16,17,108,0
2.5556,0,26,26,87,0
2.3333,0,23,23,111,0
2.5556,0,26,26,94,0
2.3333,0,29,29,38,0
2.0000,0,21,21,34,0
1.7778,0,20,20,21,0
2.1111,0,20,20,42,0
2.2222,0,32,32,77,0
2.4444,0,29,29,29,0
2.2222,0,21,21,37,0
2.0000,0,21,21,19,0
1.7778,0,30,30,73,0
1.6667,0,28,28,93,0
1.6667,1,35,36,47,0
1.3333,0,29,29,6,0
1.7778,0,25,25,33,0
2.1111,0,41,41,92,0
1.8889,0,37,37,77,0
2.2222,0,36,36,115,0
2.1111,0,23,23,33,0
2.1111,0,40,40,130,0
2.0000,0,41,41,145,0
1.6667,0,41,41,72,0
1.7778,1,31,32,44,0
2.0000,0,28,28,95,0
1.8889,2,36,38,157,0
1.8889,0,41,41,151,0
1.6667,5,31,36,62,0
1.7778,0,26,26,22,0
2.0000,0,39,39,151,0
2.0000,11,26,37,139,0
2.1111,0,41,41,129,0
2.2222,6,29,35,105,0
-7.2222,0,30,30,151,0
2.3333,0,37,37,168,0
1.8889,5,31,36,142,0
2.0000,5,35,40,99,0
2.2222,0,40,40,63,0
1.7778,6,29,35,162,0
1.7778,0,36,36,210,0
1.8889,4,20,24,185,0
1.6667,0,41,41,112,0
2.0000,1,37,38,148,0
1.8889,6,35,41,152,0
1.8889,0,35,35,172,0
1.8889,5,36,41,135,0
1.8889,6,24,30,100,0
2.1111,6,30,36,198,0
2.2222,0,38,38,208,0
2.1111,4,30,34,186,0
2.1111,0,43,43,133,0
1.7778,8,34,42,163,0
1.3333,0,43,43,156,0
2.1111,0,38,38,148,0
1.4444,0,41,41,202,0
1.8889,0,36,36,124,0
2.0000,10,28,38,141,0
2.1111,0,35,35,139,0
2.1111,0,36,36,176,0
2.0000,4,27,31,151,0
2.0000,0,36,36,150,0
2.0000,4,34,38,167,0
2.0000,0,35,35,147,0
1.5556,0,37,37,155,0
1.6667,4,25,29,157,0
2.0000,0,44,44,199,0
2.0000,5,31,36,134,0
1.2222,0,33,33,164,0
2.2222,0,43,43,157,0
1.7778,0,21,21,189,0
1.8889,8,33,41,207,0
2.0000,0,39,39,164,0
1.4444,0,31,31,159,0
2.0000,1,28,29,178,0
2.3333,0,23,23,160,0
2.2222,0,43,43,101,0
2.3333,0,35,35,112,0
3.1111,0,12,12,155,1
2.4444,0,26,26,150,1
3.0000,0,25,25,167,1
2.3333,0,25,25,146,1
3.2222,1,17,18,178,1
3.2222,0,23,23,190,1
3.1111,0,31,31,180,1
3.3333,0,27,27,179,1
3.3333,0,31,31,194,1
3.2222,0,21,21,178,1
2.8889,0,24,24,184,1
3.1111,0,25,25,159,1
2.7778,0,28,28,124,1
3.3333,0,21,21,69,1
3.2222,0,18,18,114,1
3.2222,0,29,29,164,1
3.5556,1,31,32,149,1
3.3333,0,25,25,66,1
3.7778,2,18,20,115,1
3.8889,0,23,23,158,1
3.7778,0,34,34,173,1
4.1111,0,35,35,135,1
4.1111,1,17,18,16,1
4.3333,0,16,16,16,1
4.2222,0,17,17,123,1
4.7778,0,23,23,210,1
4.3333,0,32,32,129,1
5.1111,0,19,19,31,1
4.4444,0,20,20,61,1
4.7778,0,21,21,225,1
4.4444,0,38,38,200,1
3.5556,0,16,16,35,1
3.7778,0,19,19,20,1
3.0000,0,18,18,97,1
3.6667,0,19,19,235,1
3.4444,1,22,23,125,1
3.8889,0,17,17,28,1
3.2222,0,16,16,33,1
4.2222,0,16,16,144,1
1.4444,0,26,26,229,1
3.2222,0,19,19,65,1
3.7778,0,20,20,76,1
4.2222,0,16,16,34,1
3.3333,0,9,9,233,1
2.5556,0,16,16,108,1
4.4444,0,17,17,21,1
2.1111,0,18,18,16,1
3.3333,0,20,20,114,1
2.3333,0,19,19,176,1
3.2222,0,16,16,23,1
3.3333,0,16,16,49,1
3.7778,1,16,17,46,1
3.5556,0,18,18,205,1
3.3333,0,17,17,76,1
2.5556,0,18,18,47,1
4.2222,0,17,17,62,1
2.7778,1,16,17,31,1
4.4444,0,19,19,184,1
2.8889,0,19,19,52,1
4.5556,0,19,19,54,1
4.2222,0,21,21,38,1
4.5556,0,16,16,84,1
3.3333,2,16,18,55,1
2.2222,2,14,16,15,1
4.1111,0,18,18,15,1
2.5556,2,15,17,39,1
4.0000,0,22,22,77,1
3.5556,0,18,18,23,1
4.2222,0,19,19,44,1
3.6667,0,19,19,41,1
3.2222,0,19,19,63,1
4.5556,0,24,24,29,1
2.8889,0,18,18,26,1
4.1111,0,18,18,7,1
4.7778,3,16,19,33,1
2.3333,0,27,27,26,1
3.4444,0,17,17,25,1
3.5556,0,16,16,23,1
4.4444,0,17,17,23,1
4.5556,1,15,16,18,1
4.6667,0,38,38,72,1
4.2222,0,17,17,58,1
3.4444,0,17,17,33,1
4.4444,0,18,18,26,1
3.5556,2,19,21,42,1
4.5556,0,35,35,33,1
4.2222,0,21,21,30,1
4.6667,0,21,21,36,1
